customerId,recommendedProducts
13181,226|247|230|248|125|204|155|72|276|129
13198,226|247|230|248|125|204|155|294|72|276
13204,226|247|230|248|125|204|155|294|72|276
13218,226|247|230|248|125|204|155|294|72|276
13225,226|247|230|248|125|204|155|294|72|276
13249,226|247|230|248|125|204|155|294|72|276
13267,226|247|230|248|125|204|155|294|72|276
13282,226|247|230|248|125|204|155|294|72|276
13289,226|247|230|248|125|204|155|294|72|276
13291,226|247|230|248|125|204|155|294|72|276
13336,226|247|230|248|125|204|155|294|72|276
13373,226|247|230|248|125|204|155|294|72|276
13433,226|247|230|248|125|204|155|294|72|276
13487,226|247|230|248|125|204|155|294|72|276
13529,226|247|230|248|125|204|155|294|72|276
13569,226|247|230|248|125|204|155|294|72|276
13600,226|247|230|248|125|204|155|294|72|276
13647,226|247|230|248|125|204|155|294|72|276
13658,226|247|230|248|125|204|155|294|72|276
13680,226|247|230|248|125|204|155|294|72|276
13685,226|247|230|248|125|204|155|294|72|276
13702,226|247|230|248|125|204|155|294|72|276
13711,226|247|230|248|125|204|155|294|72|276
13764,226|247|230|248|125|204|155|294|72|276
13800,226|247|230|248|125|204|155|294|72|276
13821,226|247|230|248|125|204|155|294|72|276
13874,226|247|230|248|125|204|155|294|72|276
13895,226|247|230|248|125|204|155|294|72|276
13906,226|247|230|248|125|204|155|294|72|276
13943,226|247|230|248|125|204|155|294|72|276
13945,226|247|230|248|125|204|155|294|72|276
13962,226|247|230|248|125|204|155|294|72|276
13970,226|247|230|248|125|204|155|294|72|276
13980,226|247|230|248|125|204|155|294|72|276
13992,226|247|230|248|125|204|155|294|72|276
14010,226|247|230|248|125|204|155|294|72|276
14032,226|247|230|248|125|204|155|294|72|276
14082,226|247|230|248|125|204|155|294|72|276
14102,226|247|230|248|125|204|155|294|72|276
14109,226|247|230|248|125|204|155|294|72|276
14110,226|247|230|248|125|204|155|294|72|276
14116,226|247|230|248|125|204|155|294|72|276
14136,226|247|230|248|125|204|155|294|72|276
14147,226|247|230|248|125|204|155|294|72|276
14151,226|247|230|248|125|204|155|294|72|276
14162,226|247|230|248|125|204|155|294|72|276
14247,226|247|230|248|125|204|155|294|72|276
14294,226|247|230|248|125|204|155|294|72|276
14310,226|247|230|248|125|204|155|294|72|276
14428,226|247|230|248|125|204|155|294|72|276
14443,226|247|230|248|125|204|155|294|72|276
14483,226|247|230|248|125|204|155|294|72|276
14531,226|247|230|248|125|204|155|294|72|276
14544,226|247|230|248|125|204|155|294|72|276
14601,226|247|230|248|125|204|155|294|72|276
14605,226|247|230|248|125|204|155|294|72|276
14626,226|247|230|248|125|204|155|294|72|276
14669,226|247|230|248|125|204|155|294|72|276
14671,226|247|230|248|125|204|155|294|72|276
14673,226|247|230|248|125|204|155|294|72|276
14687,226|247|230|248|125|204|155|294|72|276
14697,226|247|230|248|125|204|155|294|72|276
14723,226|247|230|248|125|204|155|294|72|276
14741,226|247|230|248|125|204|155|294|72|276
14744,226|247|230|248|125|204|155|294|72|276
14748,226|247|230|248|125|155|294|72|276|129
14784,226|247|230|248|125|204|155|294|72|276
14815,226|247|230|248|125|204|155|294|72|276
14857,247|230|248|125|204|155|294|72|276|129
14865,226|247|230|248|125|204|155|294|72|276
14881,226|247|230|248|125|204|155|294|72|276
14888,226|247|230|248|125|204|155|294|72|276
14889,226|247|230|248|125|204|155|294|72|276
14902,226|247|230|248|125|204|155|294|72|276
14929,226|247|230|248|125|204|155|294|72|276
14934,226|247|230|248|125|204|155|294|72|276
14986,226|247|230|248|125|204|155|294|72|276
15008,226|247|230|248|125|204|155|294|72|276
15012,226|247|230|248|125|204|155|294|72|276
15014,226|247|230|248|125|204|155|294|72|276
15042,226|247|230|248|125|204|155|294|72|276
15062,226|247|230|248|125|204|155|294|72|276
15175,226|247|230|248|125|204|155|294|72|276
15192,226|247|230|248|125|204|155|294|72|276
15206,226|247|230|248|125|204|155|294|276|213
15208,226|247|230|248|125|204|155|294|72|276
15219,226|230|248|125|204|155|294|72|276|129
15223,226|247|230|248|125|204|155|294|72|276
15273,226|247|230|248|125|204|155|294|72|276
15287,226|247|230|248|125|204|155|294|72|276
15309,226|247|230|248|125|204|155|294|72|276
15348,226|247|230|248|125|204|155|294|72|276
15358,226|247|230|248|125|204|155|294|72|276
15398,226|247|230|248|125|204|155|294|72|276
15406,226|247|230|248|125|204|155|294|72|276
15427,226|247|230|248|125|204|155|294|72|276
15436,226|247|230|248|125|204|155|294|72|276
15567,226|247|230|248|125|204|155|294|72|276
15636,226|247|230|248|125|204|155|294|72|276
15713,226|247|230|248|125|204|155|294|72|276
15720,226|247|230|248|125|204|155|294|72|276
15786,226|247|230|248|125|204|155|294|72|276
15790,226|247|230|248|125|204|155|294|72|276
15810,226|247|230|248|125|204|155|294|72|276
15830,226|247|230|248|125|204|155|294|72|276
15831,226|247|230|248|125|204|155|294|72|276
15833,226|247|230|248|125|204|155|294|72|276
15851,226|247|230|248|125|204|155|294|72|276
15867,226|247|230|248|125|204|155|294|72|276
15913,226|247|230|248|125|204|155|294|72|276
16000,226|247|230|248|125|204|155|294|72|276
16004,226|247|230|248|125|204|155|294|72|276
16005,226|247|230|248|125|204|155|294|72|276
16020,226|247|230|248|125|204|155|294|72|276
16023,226|247|230|248|125|204|155|294|72|276
16038,226|247|230|248|125|155|294|72|276|129
16093,226|247|230|248|125|204|155|294|72|276
16104,226|247|230|248|125|204|155|294|72|276
16107,226|247|230|248|125|204|155|294|72|165
16129,226|247|230|248|125|204|155|294|72|276
16143,226|247|230|248|125|204|155|294|72|276
16281,226|247|230|248|125|204|155|294|72|276
16285,226|247|230|248|125|155|294|72|276|129
16304,226|247|230|248|125|204|155|294|72|276
16358,226|247|230|248|125|204|155|294|72|276
16359,226|247|230|248|125|204|155|294|72|276
16393,226|247|230|248|125|204|155|294|72|276
16409,226|247|230|248|125|204|155|294|72|276
16443,226|247|230|248|125|204|155|294|72|276
16450,226|247|230|248|125|204|155|294|72|276
16509,247|230|248|125|204|155|294|72|276|213
16545,226|247|230|248|125|204|155|294|72|276
16583,226|247|230|248|125|204|155|294|72|276
16605,226|247|230|248|125|204|155|294|72|276
16608,226|247|230|248|125|204|155|294|276|129
16616,226|247|230|248|125|204|155|294|72|276
16672,226|247|230|248|125|204|155|294|72|276
16721,226|247|230|248|125|204|155|294|72|276
16723,226|247|230|248|125|204|155|294|72|276
16755,226|247|230|248|125|204|155|294|72|276
16757,226|247|230|248|125|204|155|294|72|276
16819,226|247|230|248|125|204|155|294|72|276
16855,226|247|230|248|125|204|155|294|276|129
16879,226|247|230|248|125|204|155|294|72|276
16883,226|247|230|248|125|204|155|294|72|276
16937,226|247|230|248|125|204|155|294|72|276
16990,226|247|230|248|125|204|155|294|72|276
17006,226|247|230|248|125|204|155|294|72|276
17031,226|247|230|248|125|204|155|294|72|276
17049,226|247|230|248|125|204|155|294|72|276
17120,226|247|230|248|125|204|155|294|276|129
17123,226|247|230|248|125|204|155|294|72|276
17159,226|247|230|248|125|204|155|294|72|276
17210,226|247|230|248|125|204|155|294|72|276
17228,226|247|230|248|125|204|155|294|72|276
17248,226|247|230|248|125|204|155|294|72|276
17361,226|247|230|248|125|204|155|294|72|276
17367,226|247|230|248|125|204|155|294|72|276
17446,226|247|230|248|125|204|155|294|72|276
17472,226|247|230|248|125|204|155|294|72|276
17546,226|247|230|248|125|204|155|294|72|276
17547,226|247|230|248|125|204|155|294|72|276
17611,226|247|230|248|125|204|155|294|72|276
17711,226|247|230|248|125|204|155|294|72|276
17738,226|230|248|125|204|155|294|72|276|129
17808,226|247|230|248|125|204|155|294|72|276
17959,226|247|230|248|125|204|155|294|72|276
17988,226|247|230|248|125|204|155|294|72|276
17991,226|247|230|248|125|204|155|294|72|276
18000,226|247|230|248|125|204|155|294|72|276
18003,226|247|230|248|125|204|155|294|72|276
18032,226|247|230|248|125|204|155|294|72|276
18038,226|247|230|248|125|204|155|294|72|276
18051,226|247|230|248|125|204|155|294|72|276
18056,226|247|230|248|125|204|155|294|72|276
18129,226|247|230|248|125|204|155|294|72|276
18155,226|247|230|248|125|204|155|294|72|276
18165,247|230|248|125|204|155|294|72|276|129
18218,226|247|230|248|125|204|155|294|72|276
18237,226|247|230|248|125|204|155|72|276|129
18267,226|230|248|125|204|155|294|72|276|129
18268,226|247|230|248|125|204|155|294|72|276
18313,226|247|230|248|125|204|155|294|72|276
18353,226|247|230|248|125|204|155|294|72|276
18388,247|230|248|125|204|155|294|72|276|129
18401,226|247|230|248|125|204|155|294|72|276
18445,226|247|230|248|125|204|155|294|72|276
18458,226|247|230|248|125|204|155|294|72|276
18530,226|247|230|248|125|204|155|294|72|276
18573,247|230|248|125|204|155|294|72|276|129
18585,226|247|230|248|125|204|155|294|72|276
18586,226|247|230|248|125|204|155|294|72|276
18743,226|247|230|248|125|204|155|294|72|276
18978,226|247|230|248|125|204|155|294|72|276
18979,226|247|230|248|125|204|155|294|72|276
18983,226|247|230|248|125|204|155|294|72|276
19004,226|247|230|248|125|204|155|294|72|276
19026,226|247|230|248|125|204|155|294|72|276
19085,226|247|230|248|125|204|155|294|72|276
19091,226|247|230|248|125|204|155|294|72|276
19093,226|247|230|248|125|204|155|294|72|276
19123,226|247|230|248|125|204|155|294|72|276
19124,226|247|230|248|125|204|155|294|72|276
19141,226|247|230|248|125|204|155|294|72|276
19221,226|247|230|248|125|204|155|294|72|276
19254,226|247|230|248|125|204|155|294|72|276
19278,226|247|230|248|125|204|155|294|72|276
19298,226|247|230|248|125|204|155|294|72|276
19310,226|247|230|248|125|204|155|294|72|276
19340,226|247|230|248|125|204|155|294|72|276
19373,226|247|230|248|125|204|155|294|72|276
19390,226|247|230|248|125|204|155|294|72|276
19417,226|247|230|248|125|204|155|294|72|276
19541,226|247|230|248|125|204|155|294|72|276
19554,226|247|230|248|125|204|155|294|72|276
19603,226|247|230|248|125|204|155|294|72|276
19750,226|230|248|125|204|155|294|72|276|129
19762,226|247|230|248|125|204|155|294|72|276
19910,226|247|230|248|125|204|155|294|72|276
19919,226|247|230|248|125|204|155|294|72|276
19993,226|247|230|248|125|204|155|294|72|276
20027,226|247|230|248|125|204|155|294|72|276
20032,226|247|230|248|125|204|155|294|72|276
20061,226|247|230|248|125|204|155|294|72|276
20085,226|247|230|248|125|204|155|294|72|276
20125,226|247|230|248|125|204|155|294|72|276
20137,226|247|230|248|125|204|155|294|72|276
20179,226|247|230|248|125|204|155|294|72|276
20190,226|247|230|248|125|204|155|294|72|276
20208,226|247|230|248|125|204|155|294|72|276
20246,226|247|230|248|125|204|155|294|72|276
20382,226|247|230|248|125|204|155|294|72|276
20400,226|247|230|248|125|204|155|294|72|276
20539,226|247|230|248|125|204|155|294|72|276
20624,226|247|230|248|125|204|155|294|72|276
20645,226|247|230|248|125|204|155|294|72|276
20654,226|247|230|248|125|204|155|294|72|276
20724,226|247|230|248|125|204|155|294|72|276
20731,226|247|230|248|125|204|155|294|72|276
20785,226|247|230|248|125|204|155|294|72|276
20821,226|247|230|248|125|204|155|294|72|276
20836,226|247|230|248|125|204|155|294|72|276
20858,226|247|230|248|125|155|294|72|276|129
20883,226|247|230|248|125|204|155|294|72|276
20931,226|247|248|125|204|155|294|276|129|213
20961,226|247|230|248|125|204|155|294|72|276
20966,226|247|230|248|125|204|155|294|276|129
21038,226|247|230|248|125|204|155|294|72|276
21084,226|247|230|248|125|204|155|294|72|276
21120,226|247|230|248|125|204|155|294|72|276
21129,226|247|230|248|125|204|155|294|72|276
21219,226|247|230|248|125|204|155|294|72|276
21228,226|247|230|248|125|204|155|294|72|276
21259,226|247|230|248|125|204|155|294|72|276
21318,226|247|230|248|125|204|155|294|72|276
21345,226|247|230|248|125|204|155|294|72|276
21386,226|247|230|248|125|204|155|294|72|276
21615,226|230|248|125|204|155|294|72|276|129
21658,226|247|230|248|125|204|155|294|72|276
21743,226|247|230|248|125|204|155|294|72|276
21818,226|247|230|248|125|204|155|294|72|276
21847,226|247|230|248|125|204|155|294|72|276
21852,226|247|230|248|125|204|155|294|72|276
21902,226|247|230|248|125|204|155|294|72|276
21934,226|247|230|248|125|204|155|294|72|276
21941,226|247|230|248|125|204|155|294|72|276
21949,226|247|230|248|125|204|155|294|72|276
22069,226|247|230|125|248|204|155|294|72|276
22077,226|247|230|248|125|155|294|72|276|129
22126,226|247|230|248|125|204|155|294|72|276
22136,226|247|230|248|125|204|155|294|72|276
22172,226|247|230|248|125|204|155|294|72|276
22182,226|247|230|248|125|204|155|294|72|276
22253,226|247|230|248|125|204|155|294|72|276
22273,226|247|230|248|125|204|155|294|72|276
22303,226|247|230|248|125|204|155|294|72|276
22386,226|247|230|248|125|204|155|294|72|276
22428,226|247|230|248|125|204|155|294|72|276
22487,226|247|230|248|125|204|155|294|72|276
22536,226|247|230|248|125|204|155|294|72|276
22559,226|247|230|248|125|204|155|294|72|276
22564,226|247|230|248|125|204|155|294|72|276
22608,226|247|230|248|125|204|155|294|276|129
22687,226|247|230|248|125|204|155|294|72|276
22734,226|247|230|248|125|204|155|294|72|276
22801,226|247|230|248|125|204|155|294|72|276
22844,226|247|230|248|125|204|155|294|72|276
22872,226|247|230|248|125|204|155|294|72|276
22877,226|247|230|248|125|204|155|294|72|276
22882,226|247|230|248|125|204|155|294|72|276
22911,226|247|230|248|125|204|155|294|72|276
22930,226|247|230|248|125|204|155|294|72|276
23035,226|247|230|248|125|204|155|294|72|276
23038,226|247|230|248|125|204|155|294|72|276
23058,226|247|230|248|125|204|155|294|276|129
23067,226|247|230|248|125|204|155|294|72|276
23105,247|230|248|125|204|155|294|72|276|129
23162,226|247|230|248|125|204|155|294|72|276
23247,226|247|230|248|125|204|155|294|72|276
23277,226|247|230|248|125|204|155|294|72|276
23312,226|247|230|248|125|204|155|294|72|276
23318,226|247|230|248|125|204|155|294|72|276
23425,226|247|230|248|125|204|155|294|72|276
23486,226|247|230|248|125|204|155|294|72|276
23551,226|247|230|248|125|204|155|294|72|276
23646,226|247|230|248|125|204|155|294|72|276
23669,226|247|230|248|125|204|155|294|72|276
23691,226|247|230|248|125|204|155|294|72|276
23695,226|247|230|248|125|204|155|294|72|276
23734,226|247|230|248|125|204|155|294|72|276
23769,226|247|230|248|125|204|155|294|72|276
23803,226|247|230|248|125|204|155|294|72|276
24103,226|247|230|248|125|204|155|294|72|276
24147,226|247|230|248|125|204|155|294|72|276
24187,226|247|230|248|125|204|155|294|72|276
24210,226|247|230|248|125|204|155|294|72|276
24243,226|247|230|248|125|204|155|294|72|276
24300,226|247|230|248|125|204|155|294|72|276
24358,226|247|230|248|125|204|155|294|72|276
24405,226|247|230|248|125|204|155|294|72|276
24413,226|247|230|125|248|204|155|294|72|276
24428,226|247|230|248|125|204|155|294|72|276
24556,226|247|230|248|125|204|155|294|72|276
24610,226|247|230|248|125|204|155|294|72|276
24650,226|247|230|248|125|204|155|294|72|276
24751,226|247|230|248|125|204|155|294|72|276
24909,226|247|230|248|125|204|155|294|72|276
24976,226|247|230|248|125|204|155|294|72|276
25004,226|247|230|248|125|204|155|294|72|276
25122,226|247|230|248|125|204|155|294|72|276
25146,226|247|230|248|125|204|155|294|72|276
25155,226|247|230|248|125|204|155|294|72|276
25235,247|230|125|248|204|155|294|72|276|213
25294,226|247|230|248|125|204|155|294|72|276
25377,226|247|230|248|125|204|155|294|72|276
25426,226|247|230|248|125|204|155|294|72|276
25532,226|247|230|248|125|204|155|294|72|276
25644,226|247|230|248|125|204|155|294|72|276
25656,226|247|230|248|125|204|155|294|72|276
25739,226|247|230|248|125|204|155|294|72|276
25758,226|247|230|248|125|204|155|294|72|276
25800,226|247|230|248|125|204|155|294|72|276
26116,226|247|230|248|125|204|155|294|72|276
26123,226|247|230|248|125|204|155|294|72|276
26263,226|247|230|248|125|204|155|294|72|276
26306,226|247|230|248|125|204|155|294|72|276
26323,226|247|230|248|125|204|155|294|72|276
26396,226|247|230|248|125|204|155|294|72|276
26434,226|247|230|248|125|204|155|294|72|276
26545,226|247|230|248|125|204|155|294|72|276
26573,226|247|230|248|125|204|155|294|72|276
26590,226|247|230|248|125|204|155|294|72|276
26618,226|247|230|248|125|204|155|294|72|276
26646,226|247|230|248|125|204|155|294|72|276
26686,226|247|230|248|125|204|155|294|72|276
26760,226|247|230|248|125|204|155|294|72|276
26778,226|247|230|248|125|204|155|294|72|276
26978,226|247|230|248|125|204|155|294|72|276
27097,226|247|230|248|125|204|155|294|72|276
27107,226|247|230|248|125|204|155|294|72|276
27202,226|247|230|248|125|204|155|294|72|276
27237,226|247|230|248|125|204|155|294|72|276
27241,226|247|230|248|125|204|155|294|72|276
27325,226|247|230|248|125|204|155|294|276|129
27372,226|247|230|248|125|204|155|294|72|276
27386,226|247|230|248|125|204|155|294|72|276
27459,226|247|230|248|125|204|155|294|72|276
27506,226|247|230|248|125|204|155|294|72|276
27547,226|247|230|248|125|204|155|294|72|276
27551,226|247|230|248|125|204|155|294|72|276
27585,226|247|230|248|125|204|155|294|72|276
27601,226|247|230|248|125|204|155|294|72|276
27647,226|247|230|248|125|204|155|294|72|276
27677,226|247|230|248|125|204|155|294|72|276
27771,226|247|230|248|125|204|155|294|72|276
27773,226|247|230|248|125|204|155|294|72|276
27803,226|247|230|248|125|204|155|294|72|276
27872,226|247|230|248|125|204|155|294|72|276
27925,226|247|230|248|125|204|155|294|72|276
28015,226|247|230|248|125|204|155|294|72|276
28034,226|247|230|248|125|204|155|294|72|276
28042,226|247|230|248|125|204|155|294|72|276
28099,226|247|230|248|125|204|155|294|72|276
28168,226|247|230|248|125|204|155|294|72|276
28210,226|247|230|248|125|204|155|294|72|276
28253,226|247|230|248|125|204|155|294|72|276
28398,226|247|230|248|125|204|155|294|72|276
28462,226|247|230|248|125|204|155|294|72|276
28481,226|247|230|248|125|204|155|294|72|276
28577,226|247|230|248|125|204|155|294|72|276
